ID_Alumno,Nombre_Apellido,Edad,Genero,Email,Comision,Turno,Fecha_Inscripcion,Actividad,Tipo_Actividad,Fecha_Limite,Fecha_Entrega,Nota,Estado_Entrega
A00072,Bautista Nuñez,25,Masculino,bautista.nuñez72@alumnos.tup.edu.ar,C3,Noche,15/02/2026,Quiz_01,Quiz,2026-03-30,,,no entregó
A00455,Gabriel Suarez,31,M,gabriel.suarez455@alumnos.tup.edu.ar,B1,Tarde,2026-02-28,TP_01,TP,2026-03-16,13-03-2026,9.8,A tiempo
A00217,Mora Ramirez,27,M,mora.ramirez217@alumnos.tup.edu.ar,C1,Noche,2026-02-20,Quiz_01,Quiz,30/03/2026,2026-03-30,4.6,A tiempo
A00168,Lucas Perez,17,M,lucas.perez168@alumnos.tup.edu.ar,B1,Tarde,2026-03-06,TP_02,TP,2026-04-13,09-04-2026,"7,6",A tiempo
A00423,Sofia Romero,21,Masculino,sofia.romero423@alumnos.tup.edu.ar,B1,Tarde,10/03/2026,Quiz_02,Quiz,2026-04-27,2026-04-26,7.4,a tiempo
A00550,Valentina Molina,29,F,valentina.molina550@alumnos.tup.edu.ar,A3,Mañana,02/03/2026,TP_03,TP,11-05-2026,2026-05-14,3.8,TARDE
A00253,Santino Flores,24,M,santino.flores253@alumnos.tup.edu.ar,A1,Mañana,04/03/2026,TP_01,TP,16/03/2026,2026-03-12,4.8,a tiempo
A00196,Manuel Martinez,25,Femenino,manuel.martinez196@alumnos.tup.edu.ar,A3,Mañana,19/02/2026,TP_02,TP,2026-04-13,13/04/2026,4.1,A tiempo
A00647,Tomas Herrera,22,Masculino,tomas.herrera647@alumnos.tup.edu.ar,B1,Tarde,2026-02-17,TP_03,TP,2026-05-11,2026-05-07,"7,0",A tiempo
A00555,Felipe Vega,19,M,felipe.vega555@alumnos.tup.edu.ar,A2,Mañana,2026-02-16,Quiz_02,Quiz,27/04/2026,2026-05-04,6.1,tarde
A00121,Lucia Ramirez,24,F,lucia.ramirez121@alumnos.tup.edu.ar,A3,Mañana,2026-03-11,Quiz_01,Quiz,2026-03-30,,,no entregó
A00372,Santino Acosta,27,F,santino.acosta372@alumnos.tup.edu.ar,C2,Noche,2026-03-01,Quiz_03,Quiz,2026-05-25,23-05-2026,5.2,A TIEMPO
A00054,Gabriel Diaz,20,M,gabriel.diaz54@alumnos.tup.edu.ar,B1,TARDE,2026-02-28,TP_03,TP,2026-05-11,2026-05-10,"8,3",A TIEMPO
A00005,Thiago Luna,31,M,thiago.luna5@alumnos.tup.edu.ar,B2,Tarde,2026-02-28,Parcial_01,Parcial,2026-06-22,21-06-2026,8.5,A TIEMPO
A00642,Pilar Vega,26,Femenino,pilar.vega642@alumnos.tup.edu.ar,C3,Noche,22/02/2026,TP_01,TP,2026-03-16,2026-03-11,"9,5",A TIEMPO
A00564,Diego Ruiz,19,F,diego.ruiz564@alumnos.tup.edu.ar,B1,Tarde,2026-03-08,Parcial_01,Parcial,2026-06-22,2026-06-17,6.7,A tiempo
A00464,Catalina Cabrera,17,F,catalina.cabrera464@alumnos.tup.edu.ar,A3,Mañana,2026-02-18,TP_02,TP,2026-04-13,13/04/2026,6.6,a tiempo
A00646,Diego Luna,17,F,diego.luna646@alumnos.tup.edu.ar,A1,Mañana,2026-03-09,TP_03,TP,11-05-2026,,,No entrego
A00148,Julieta Romero,27,F,julieta.romero148@alumnos.tup.edu.ar,B2,Tarde,2026-02-20,TP_02,TP,2026-04-13,12-04-2026,7.3,A tiempo
A00068,Martina Garcia,19,F,martina.garcia68@alumnos.tup.edu.ar,A1,Mañana,25/02/2026,Quiz_03,Quiz,25/05/2026,24/05/2026,8.1,A tiempo
A00185,Renata Romero,26,M,renata.romero185@alumnos.tup.edu.ar,B1,Tarde,2026-02-19,TP_02,TP,13/04/2026,13-04-2026,"10,0",A tiempo
A00415,Antonella Ruiz,23,M,antonella.ruiz415@alumnos.tup.edu.ar,B2,Tarde,2026-02-14,TP_04,TP,2026-06-08,,,
A00400,martina silva,24,F,,C1,Noche,17-02-2026,TP_04,TP,2026-06-08,,,no entregó
A00677,Guadalupe Benitez,18,F,guadalupe.benitez677@alumnos.tup.edu.ar,A3,Mañana,2026-03-10,TP_04,TP,08/06/2026,,,
A00546,Antonella Gonzalez,17,F,antonella.gonzalez546@alumnos.tup.edu.ar,C1,Noche,2026-02-14,TP_01,TP,16/03/2026,13/03/2026,"4,6",a tiempo
A00302,Nicolas Perez,22,M,nicolas.perez302@alumnos.tup.edu.ar,A3,Mañana,2026-03-07,TP_03,TP,2026-05-11,2026-05-08,"7,9",a tiempo
A00150,Florencia Sosa,17,F,florencia.sosa150@alumnos.tup.edu.ar,A2,Mañana,03/03/2026,Parcial_01,Parcial,22/06/2026,,,
A00552,Thiago Garcia,26,Masculino,thiago.garcia552@alumnos.tup.edu.ar,A1,Mañana,2026-03-08,TP_01,TP,2026-03-16,2026-03-19,"4,1",Tarde
A00443,Florencia Gonzalez,23,Femenino,florencia.gonzalez443@alumnos.tup.edu.ar,C4,Noche,2026-03-05,TP_01,TP,16/03/2026,25-03-2026,7.6,tarde
A00298,LAUTARO ORTIZ,18,Femenino,lautaro.ortiz298@alumnos.tup.edu.ar,B1,Tarde,10/03/2026,Quiz_03,Quiz,25/05/2026,23/05/2026,6.2,A TIEMPO
A00680,Emma Garcia,24,M,emma.garcia680@alumnos.tup.edu.ar,C4,Noche,2026-02-18,Quiz_01,Quiz,30/03/2026,29/03/2026,"5,1",A tiempo
A00577,Emma Medina,17,F,emma.medina577@alumnos.tup.edu.ar,A2,Mañana,2026-02-26,Quiz_03,Quiz,2026-05-25,21/05/2026,9.6,a tiempo
A00661,  Julieta Fernandez ,18,F,julieta.fernandez661@alumnos.tup.edu.ar,C2,Noche,2026-03-11,TP_03,TP,2026-05-11,06/05/2026,5.8,a tiempo
A00293,NICOLAS SANCHEZ,17,F,nicolas.sanchez293@alumnos.tup.edu.ar,B1,Tarde,2026-03-03,TP_04,TP,2026-06-08,2026-06-08,"7,1",A TIEMPO
A00302,Nicolas Perez,22,M,nicolas.perez302@alumnos.tup.edu.ar,A3,Mañana,2026-03-07,Quiz_03,Quiz,2026-05-25,,,NO ENTREGO
A00383,Felipe Rojas,31,Masculino,felipe.rojas383@alumnos.tup.edu.ar,A1,Mañana,2026-03-08,Quiz_02,Quiz,2026-04-27,25/04/2026,8.3,A tiempo
A00142,Pilar Medina,19,M,pilar.medina142@alumnos.tup.edu.ar,A1,Mañana,2026-02-22,Quiz_02,Quiz,27/04/2026,,,NO ENTREGO
A00169,Florencia Ortiz,24,F,florencia.ortiz169@alumnos.tup.edu.ar, c1 ,Noche,2026-02-27,Quiz_01,Quiz,30-03-2026,2026-04-05,3.9,TARDE
A00324,mora lopez,18,M,mora.lopez324@alumnos.tup.edu.ar,B1,Tarde,09-03-2026,TP_03,TP,2026-05-11,2026-05-09,8.2,a tiempo
A00653,Agustin Vega,22,M,agustin.vega653@alumnos.tup.edu.ar, a1 ,Mañana,10/03/2026,Quiz_02,Quiz,27/04/2026,,,NO ENTREGO
A00365,Felipe Martinez,20,Femenino,felipe.martinez365@alumnos.tup.edu.ar,B2,Tarde,09-03-2026,TP_01,TP,2026-03-16,2026-03-14,3.8,A TIEMPO
A00308,Nicolas Sosa,20,femenino,nicolas.sosa308@alumnos.tup.edu.ar,B1,Tarde,2026-02-16,TP_01,TP,2026-03-16,2026-03-12,3.7,a tiempo
A00135,Lucas Aguirre,19,F,lucas.aguirre135@alumnos.tup.edu.ar,B1,Tarde,2026-02-23,TP_04,TP,2026-06-08,17/06/2026,5.8,tarde
A00144,Tomas Acosta,23,M,tomas.acosta144@alumnos.tup.edu.ar,A1,Mañana,2026-02-22,TP_03,TP,2026-05-11,,,No entrego
A00541,Agustin Cabrera,17,Femenino,agustin.cabrera541@alumnos.tup.edu.ar,B1,Tarde,2026-02-25,TP_03,TP,2026-05-11,07-05-2026,5.4,A TIEMPO
A00614,Ignacio Gonzalez,17,M,ignacio.gonzalez614@alumnos.tup.edu.ar,A2,Mañana,2026-02-27,Quiz_03,Quiz,2026-05-25,,,No entrego
A00200,Federico Molina,17,F,federico.molina200@alumnos.tup.edu.ar,C4,Noche,2026-02-20,TP_01,TP,2026-03-16,2026-03-14,"10,0",A tiempo
A00699,Isabella Garcia,30,M,isabella.garcia699@alumnos.tup.edu.ar,C1,Noche,2026-02-18,TP_04,TP,2026-06-08,,,no entregó
A00571,Catalina Gonzalez,23,Femenino,catalina.gonzalez571@alumnos.tup.edu.ar,A1,Mañana,26-02-2026,TP_04,TP,08-06-2026,2026-06-13,4.7,tarde
A00567,BRUNO SANCHEZ,23,F,bruno.sanchez567@alumnos.tup.edu.ar,A1,Mañana,25/02/2026,Quiz_02,Quiz,2026-04-27,2026-04-25,6.9,A tiempo
A00272,Valentina Sosa,21,M,,B2,Tarde,2026-02-19,TP_04,TP,2026-06-08,2026-06-05,8.3,A TIEMPO
A00466,Diego Silva,22,M,diego.silva466@alumnos.tup.edu.ar,C4,Noche,2026-02-26,Quiz_01,Quiz,2026-03-30,2026-03-31,4.8,TARDE
A00346,Nicolas Flores,12,M,nicolas.flores346@alumnos.tup.edu.ar,A3,Mañana,05/03/2026,TP_01,TP,2026-03-16,,,no entregó
A00496,Valentina Silva,23,M,valentina.silva496@alumnos.tup.edu.ar,C1,Noche,2026-02-24,Quiz_03,Quiz,2026-05-25,25-05-2026,7.3,a tiempo
A00436,Lucas Silva,31,M,lucas.silva436@alumnos.tup.edu.ar,B1,TARDE,2026-02-17,Quiz_02,Quiz,27/04/2026,,,NO ENTREGO
A00469,Diego Torres,17,femenino,diego.torres469@alumnos.tup.edu.ar,B2,TARDE,2026-02-19,TP_02,TP,2026-04-13,2026-04-08,5.6,A TIEMPO
A00661,  Julieta Fernandez ,18,F,julieta.fernandez661@alumnos.tup.edu.ar,C2,Noche,2026-03-11,Quiz_02,Quiz,2026-04-27,2026-05-04,6.7,Tarde
A00451,VICTORIA SANCHEZ,27,F,victoria.sanchez451@alumnos.tup.edu.ar,A2,Mañana,05/03/2026,Quiz_02,Quiz,27/04/2026,02/05/2026,"7,4",TARDE
A00694,Federico Vega,20,M,federico.vega694@alumnos.tup.edu.ar,C3,Noche,2026-02-20,TP_04,TP,2026-06-08,,,No entrego
A00043,Maximo Martinez,20,M,maximo.martinez43@alumnos.tup.edu.ar,A1,Mañana,2026-02-17,TP_02,TP,2026-04-13,2026-04-09,3.3,A tiempo
A00331,Felipe Rojas,17,Femenino,felipe.rojas331@alumnos.tup.edu.ar,C3,Noche,2026-02-23,Quiz_03,Quiz,25/05/2026,,,no entregó
A00096,Renata Torres,25,M,renata.torres96@alumnos.tup.edu.ar,C2,Noche,27/02/2026,TP_02,TP,13/04/2026,,,no entregó
A00588,Antonella Flores,22,F,antonella.flores588@alumnos.tup.edu.ar,C1,Noche,14-02-2026,Quiz_02,Quiz,2026-04-27,2026-04-27,7.2,A tiempo
A00004,Camila Alvarez,23,F,camila.alvarez4@alumnos.tup.edu.ar,C1,Noche,2026-03-06,Quiz_03,Quiz,25-05-2026,2026-05-20,"6,4",a tiempo
A00022,Emma Garcia,27,Masculino,emma.garcia22@alumnos.tup.edu.ar,B1,Tarde,2026-02-28,TP_02,TP,2026-04-13,,,no entregó
A00680,Emma Garcia,24,M,emma.garcia680@alumnos.tup.edu.ar,C4,Noche,18/02/2026,Quiz_03,Quiz,2026-05-25,,,
A00064,Benjamin Aguirre,21,Masculino,benjamin.aguirre64@alumnos.tup.edu.ar,A1,Mañana,2026-03-07,TP_04,TP,2026-06-08,,,No entrego
A00607,  Bautista Suarez ,24,M,bautista.suarez607@alumnos.tup.edu.ar,B1,Tarde,27/02/2026,Quiz_03,Quiz,2026-05-25,2026-05-24,5.9,a tiempo
A00475,Agustin Suarez,17,M,agustin.suarez475@@alumnos.tup.edu.ar,A3,Mañana,2026-03-01,Quiz_03,Quiz,2026-05-25,2026-05-24,"8,7",A tiempo
A00547,Agustin Rodriguez,27,M,agustin.rodriguez547@alumnos.tup.edu.ar,C3,NOCHE,14-02-2026,Quiz_01,Quiz,2026-03-30,2026-03-30,5.8,a tiempo
A00387,Manuel Ramirez,17,F,manuel.ramirez387@alumnos.tup.edu.ar,A3,Mañana,01/03/2026,Parcial_01,Parcial,22/06/2026,25/06/2026,4.4,Tarde
A00464,Catalina Cabrera,17,F,catalina.cabrera464@alumnos.tup.edu.ar,A3,Mañana,2026-02-18,Parcial_01,Parcial,22/06/2026,,,no entregó
A00601,Julieta Suarez,18,F,julieta.suarez601@alumnos.tup.edu.ar,A2,Mañana,2026-02-27,TP_01,TP,16/03/2026,2026-03-20,6.6,TARDE
A00124,Felipe Rojas,24,M,felipe.rojas124@alumnos.tup.edu.ar,B2,Tarde,2026-02-21,TP_01,TP,16/03/2026,2026-03-21,4.6,tarde
A00684,Mia Luna,17,F,mia.luna684@alumnos.tup.edu.ar,B2,Tarde,2026-02-28,TP_03,TP,2026-05-11,2026-05-08,7.2,A TIEMPO
A00670,Julieta Sanchez,18,M,julieta.sanchez670@@alumnos.tup.edu.ar,A3,Mañana,2026-02-23,Quiz_03,Quiz,25/05/2026,2026-05-22,8.4,A TIEMPO
A00415,Antonella Ruiz,23,M,antonella.ruiz415@alumnos.tup.edu.ar,B2,Tarde,2026-02-14,Quiz_01,Quiz,2026-03-30,2026-04-10,3.6,TARDE
A00322,Federico Suarez,25,M,federico.suarez322@alumnos.tup.edu.ar,B2,Tarde,03/03/2026,TP_02,TP,2026-04-13,2026-04-08,6.2,a tiempo
A00569,Mora Gonzalez,20,Masculino,mora.gonzalez569@alumnos.tup.edu.ar,A1,Mañana,2026-02-24,TP_01,TP,2026-03-16,2026-03-20,3.8,Tarde
A00632,Thiago Rodriguez,25,M,thiago.rodriguez632@alumnos.tup.edu.ar,C1,Noche,2026-03-08,Quiz_03,Quiz,2026-05-25,2026-06-01,6.6,TARDE
A00387,Manuel Ramirez,17,F,manuel.ramirez387@alumnos.tup.edu.ar,A3,Mañana,01/03/2026,TP_02,TP,2026-04-13,13/04/2026,7.0,A tiempo
A00433,Agustin Lopez,17,F,agustin.lopez433@alumnos.tup.edu.ar,B2,Tarde,2026-03-01,Quiz_02,Quiz,2026-04-27,2026-04-26,"6,2",a tiempo
A00072,Bautista Nuñez,25,Masculino,bautista.nuñez72@alumnos.tup.edu.ar,C3,Noche,2026-02-15,TP_01,TP,2026-03-16,,,no entregó
A00060,Diego Luna,35,Femenino,diego.luna60@alumnos.tup.edu.ar,C3,Noche,2026-02-18,Quiz_01,Quiz,2026-03-30,30/03/2026,"5,2",a tiempo
A00615,Agustin Nuñez,17,F,agustin.nuñez615@alumnos.tup.edu.ar,C1,Noche,2026-02-17,TP_03,TP,11-05-2026,,,No entrego
A00161,Manuel Nuñez,21,F,manuel.nuñez161@alumnos.tup.edu.ar,C3,Noche,2026-02-25,TP_03,TP,2026-05-11,2026-05-06,4.6,A tiempo
A00501,Bruno Sanchez,24,Masculino,bruno.sanchez501@alumnos.tup.edu.ar,C3,NOCHE,2026-03-05,TP_02,TP,13/04/2026,2026-04-09,5.0,a tiempo
A00158,Nicolas Torres,26,M,nicolas.torres158@alumnos.tup.edu.ar,C2,Noche,2026-02-17,Quiz_02,Quiz,2026-04-27,2026-04-26,5.5,A TIEMPO
A00075,Mia Gonzalez,23,F,mia.gonzalez75@alumnos.tup.edu.ar,B1,Tarde,2026-03-07,TP_04,TP,08/06/2026,2026-06-07,8.4,A TIEMPO
A00515,  Valentino Diaz ,22,F,valentino.diaz515@alumnos.tup.edu.ar,C4,Noche,23/02/2026,Quiz_03,Quiz,25/05/2026,,,No entrego
A00555,Felipe Vega,19,M,felipe.vega555@alumnos.tup.edu.ar,A2,Mañana,2026-02-16,Quiz_01,Quiz,30/03/2026,2026-03-26,5.6,a tiempo
A00040,Martina Sosa,25,Femenino,martina.sosa40@alumnos.tup.edu.ar,C3,Noche,22-02-2026,Parcial_01,Parcial,2026-06-22,2026-06-19,7.6,A tiempo
A00449,Pilar Martinez,18,M,pilar.martinez449@alumnos.tup.edu.ar,A3,Mañana,2026-03-08,Quiz_01,Quiz,30/03/2026,28/03/2026,7.7,a tiempo
A00606,Delfina Alvarez,23,F,delfina.alvarez606@alumnos.tup.edu.ar,B2,Tarde,2026-02-17,TP_03,TP,2026-05-11,,,no entregó
A00621,Diego Acosta,19,F,diego.acosta621@alumnos.tup.edu.ar,C1,Noche,15/02/2026,Quiz_01,Quiz,2026-03-30,,,No entrego
A00512,Bautista Ortiz,24,M,bautista.ortiz512@alumnos.tup.edu.ar,B2,Tarde,2026-02-20,TP_02,TP,2026-04-13,2026-04-10,6.9,a tiempo
A00044,Gabriel Rojas,20,M,gabriel.rojas44@alumnos.tup.edu.ar,B2,Tarde,2026-02-17,TP_03,TP,2026-05-11,,,NO ENTREGO
A00692,Valentino Rojas,27,Femenino,valentino.rojas692@alumnos.tup.edu.ar,C2,Noche,2026-02-26,TP_02,TP,2026-04-13,2026-04-16,"2,5",tarde
A00181,Manuel Ortiz,22,F,manuel.ortiz181@alumnos.tup.edu.ar,B1,Tarde,2026-03-08,TP_02,TP,2026-04-13,2026-04-09,8.2,A TIEMPO
A00386,Felipe Vega,19,M,felipe.vega386@alumnos.tup.edu.ar,B1,Tarde,2026-02-15,Quiz_03,Quiz,2026-05-25,,,NO ENTREGO
A00473,federico vega,32,F,federico.vega473@alumnos.tup.edu.ar,B2,Tarde,2026-03-06,TP_01,TP,16/03/2026,15/03/2026,8.3,a tiempo
A00245,Paula Flores,27,Masculino,paula.flores245@alumnos.tup.edu.ar,A1,Mañana,11/03/2026,TP_02,TP,2026-04-13,,,
A00616,Martina Garcia,35,F,martina.garcia616@alumnos.tup.edu.ar,B1,TARDE,2026-02-22,TP_02,TP,13/04/2026,2026-04-11,5.9,A TIEMPO
A00320,Camila Cabrera,19,Masculino,camila.cabrera320@alumnos.tup.edu.ar,A1,Mañana,20/02/2026,TP_02,TP,13-04-2026,2026-04-25,3.4,tarde
A00229,Tomas Aguirre,26,Femenino,tomas.aguirre229@alumnos.tup.edu.ar,A2,MAÑANA,2026-02-24,Quiz_03,Quiz,25/05/2026,,,no entregó
A00373,Joaquin Rodriguez,24,M,joaquin.rodriguez373@alumnos.tup.edu.ar,B2,Tarde,2026-03-09,TP_01,TP,2026-03-16,2026-03-11,8.3,A TIEMPO
A00012,Isabella Nuñez,20,M,isabella.nuñez12@alumnos.tup.edu.ar,B2,Tarde,2026-03-09,TP_04,TP,2026-06-08,2026-06-05,7.9,A TIEMPO
A00292,Mateo Gonzalez,26,F,mateo.gonzalez292@@alumnos.tup.edu.ar,B1,Tarde,2026-03-10,Parcial_01,Parcial,2026-06-22,04/07/2026,6.8,Tarde
A00294,Ignacio Suarez,23,F,ignacio.suarez294@alumnos.tup.edu.ar,C2,Noche,2026-02-26,Parcial_01,Parcial,22/06/2026,,,no entregó
A00493,Agustin Ruiz,24,F,agustin.ruiz493@alumnos.tup.edu.ar,C2,Noche,04-03-2026,TP_04,TP,08-06-2026,,,
A00062,Valentino Ortiz,30,M,valentino.ortiz62@alumnos.tup.edu.ar,A1,Mañana,2026-03-03,Quiz_01,Quiz,30-03-2026,2026-03-27,6.1,A TIEMPO
A00688,Benjamin Herrera,18,M,benjamin.herrera688@alumnos.tup.edu.ar,C3,Noche,2026-02-21,Quiz_03,Quiz,2026-05-25,2026-06-01,9.6,tarde
A00152,Maximo Flores,25,Masculino,maximo.flores152@alumnos.tup.edu.ar,C4,Noche,2026-02-16,Quiz_01,Quiz,2026-03-30,2026-03-30,"8,5",a tiempo
A00300,ANTONELLA CASTRO,23,M,antonella.castro300@alumnos.tup.edu.ar,A3,MAÑANA,28/02/2026,TP_04,TP,08/06/2026,,,No entrego
A00628,Benjamin Rodriguez,23,Femenino,benjamin.rodriguez628@alumnos.tup.edu.ar,B1,Tarde,23/02/2026,TP_03,TP,11/05/2026,,,NO ENTREGO
A00293,NICOLAS SANCHEZ,17,F,nicolas.sanchez293@alumnos.tup.edu.ar,B1,Tarde,2026-03-03,Parcial_01,Parcial,2026-06-22,02-07-2026,"5,6",TARDE
A00625,Thiago Gonzalez,21,Masculino,thiago.gonzalez625@alumnos.tup.edu.ar,C1,Noche,2026-03-05,TP_04,TP,2026-06-08,2026-06-03,"5,5",A tiempo
A00571,Catalina Gonzalez,23,Femenino,catalina.gonzalez571@alumnos.tup.edu.ar,A1,Mañana,26/02/2026,TP_02,TP,2026-04-13,2026-04-16,"5,9",TARDE
A00688,Benjamin Herrera,18,M,benjamin.herrera688@alumnos.tup.edu.ar,C3,Noche,21-02-2026,Quiz_02,Quiz,2026-04-27,2026-04-24,8.5,A tiempo
A00262,Joaquin Aguirre,23,Masculino,joaquin.aguirre262@alumnos.tup.edu.ar,C1,Noche,2026-03-01,Quiz_03,Quiz,2026-05-25,,,No entrego
A00277,Federico Cabrera,25,M,federico.cabrera277@alumnos.tup.edu.ar,C3,Noche,01/03/2026,TP_04,TP,2026-06-08,,,NO ENTREGO
A00423,Sofia Romero,21,Masculino,sofia.romero423@alumnos.tup.edu.ar,B1,Tarde,10/03/2026,TP_03,TP,2026-05-11,2026-05-07,4.9,a tiempo
A00033,Florencia Medina,23,M,florencia.medina33@alumnos.tup.edu.ar,B1,Tarde,22-02-2026,Quiz_02,Quiz,2026-04-27,,,NO ENTREGO
A00470,Valentina Sosa,21,F,valentina.sosa470@alumnos.tup.edu.ar, b1 ,Tarde,2026-02-26,Quiz_02,Quiz,2026-04-27,,,No entrego
A00525,Nicolas Castro,19,Masculino,nicolas.castro525@alumnos.tup.edu.ar,A2,Mañana,2026-03-10,TP_02,TP,13/04/2026,,,NO ENTREGO
A00177,Tomas Martinez,22,Femenino,tomas.martinez177@alumnos.tup.edu.ar,C3,Noche,2026-02-22,Quiz_03,Quiz,2026-05-25,2026-05-23,"4,8",A TIEMPO
A00295,Lucas Medina,20,Femenino,lucas.medina295@alumnos.tup.edu.ar,B1,Tarde,2026-02-18,Quiz_01,Quiz,2026-03-30,29/03/2026,"3,8",A tiempo
A00657,Valentino Alvarez,23,F,valentino.alvarez657@alumnos.tup.edu.ar,A2,Mañana,2026-03-05,Parcial_01,Parcial,2026-06-22,,,NO ENTREGO
A00229,Tomas Aguirre,26,Femenino,tomas.aguirre229@alumnos.tup.edu.ar,A2,MAÑANA,2026-02-24,Quiz_01,Quiz,2026-03-30,2026-03-25,7.4,a tiempo
A00594,Mia Vega,24,M,mia.vega594@alumnos.tup.edu.ar,C3,Noche,08-03-2026,Quiz_02,Quiz,27/04/2026,2026-05-09,4.5,tarde
A00020,Ignacio Ortiz,21,F,ignacio.ortiz20@alumnos.tup.edu.ar,A1,Mañana,2026-02-27,TP_02,TP,2026-04-13,08-04-2026,8.1,A TIEMPO
A00165,Isabella Castro,18,Femenino,isabella.castro165@alumnos.tup.edu.ar,B2,Tarde,2026-03-09,Quiz_03,Quiz,2026-05-25,2026-05-26,8.8,Tarde
A00636,Bruno Romero,27,Masculino,bruno.romero636@alumnos.tup.edu.ar,B2,Tarde,2026-02-17,Quiz_01,Quiz,30/03/2026,2026-03-29,7.0,a tiempo
A00572,Federico Gonzalez,12,M,,B2,Tarde,2026-03-11,TP_01,TP,2026-03-16,2026-03-13,8.3,A TIEMPO
A00579,Lucas Benitez,19,F,lucas.benitez579@alumnos.tup.edu.ar,A1,Mañana,2026-03-06,TP_02,TP,13/04/2026,,,No entrego
A00645,Paula Herrera,25,F,paula.herrera645@alumnos.tup.edu.ar,B1,TARDE,2026-03-06,Parcial_01,Parcial,22/06/2026,19/06/2026,"8,9",A tiempo
A00129,Martina Ramirez,25,F,martina.ramirez129@alumnos.tup.edu.ar,A1,Mañana,14/02/2026,Parcial_01,Parcial,22/06/2026,2026-06-20,5.7,A tiempo
A00172,Agustin Sanchez,23,M,agustin.sanchez172@alumnos.tup.edu.ar,C3,Noche,2026-03-02,TP_01,TP,2026-03-16,2026-03-11,6.7,A TIEMPO
A00263,Joaquin Luna,21,M,joaquin.luna263@alumnos.tup.edu.ar,A3,Mañana,17/02/2026,Quiz_03,Quiz,2026-05-25,2026-05-21,7.9,A TIEMPO
A00475,Agustin Suarez,17,M,agustin.suarez475@@alumnos.tup.edu.ar,A3,Mañana,2026-03-01,TP_02,TP,2026-04-13,2026-04-11,"9,2",A tiempo
A00076,Maximo Flores,17,M,maximo.flores76@alumnos.tup.edu.ar,C1,Noche,2026-02-21,Quiz_02,Quiz,2026-04-27,2026-04-26,6.8,a tiempo
A00652,Tomas Nuñez,23,M,tomas.nuñez652@alumnos.tup.edu.ar,C4,Noche,2026-03-02,TP_01,TP,2026-03-16,2026-03-18,"5,9",Tarde
A00549,Mateo Rodriguez,20,M,mateo.rodriguez549@alumnos.tup.edu.ar,A3,Mañana,2026-02-19,TP_03,TP,2026-05-11,2026-05-06,"7,8",A tiempo
A00534,Federico Sanchez,29,Masculino,federico.sanchez534@alumnos.tup.edu.ar,A1,Mañana,21/02/2026,Parcial_01,Parcial,2026-06-22,2026-06-20,5.7,A TIEMPO
A00408,Benjamin Silva,25,M,,B2,Tarde,2026-03-10,TP_03,TP,2026-05-11,08-05-2026,9.4,a tiempo
A00112,Lucia Acosta,32,F,lucia.acosta112@alumnos.tup.edu.ar,B2,Tarde,2026-03-03,TP_04,TP,2026-06-08,07/06/2026,6.2,A TIEMPO
A00226,Delfina Romero,19,F,delfina.romero226@alumnos.tup.edu.ar,A2,Mañana,2026-02-14,Quiz_02,Quiz,27-04-2026,,,no entregó
A00264,Antonella Molina,17,F,antonella.molina264@alumnos.tup.edu.ar,B1,Tarde,2026-03-03,TP_03,TP,2026-05-11,,,NO ENTREGO
A00111,Maximo Romero,17,F,maximo.romero111@alumnos.tup.edu.ar,A1,Mañana,2026-02-15,Quiz_03,Quiz,2026-05-25,2026-05-25,9.8,A TIEMPO
A00278,Mateo Alvarez,12,M,mateo.alvarez278@alumnos.tup.edu.ar,A3,Mañana,2026-02-22,TP_02,TP,13/04/2026,09/04/2026,3.7,A TIEMPO
A00023,Thiago Garcia,17,F,thiago.garcia23@alumnos.tup.edu.ar,A2,Mañana,2026-03-04,TP_01,TP,16/03/2026,13/03/2026,6.4,A TIEMPO
A00172,Agustin Sanchez,23,M,agustin.sanchez172@alumnos.tup.edu.ar,C3,Noche,2026-03-02,Parcial_01,Parcial,2026-06-22,2026-06-20,7.4,a tiempo
A00609,Lautaro Romero,23,Masculino,lautaro.romero609@alumnos.tup.edu.ar, b1 ,Tarde,2026-02-24,TP_04,TP,2026-06-08,2026-06-04,6.9,A tiempo
A00623,Florencia Herrera,18,F,florencia.herrera623@alumnos.tup.edu.ar,A1,Mañana,01-03-2026,TP_01,TP,2026-03-16,2026-03-15,5.6,A tiempo
A00143,Manuel Martinez,20,F,manuel.martinez143@alumnos.tup.edu.ar,C2,Noche,2026-03-03,TP_03,TP,11-05-2026,2026-05-14,"6,5",TARDE
A00312,Mia Garcia,29,M,mia.garcia312@alumnos.tup.edu.ar,B1,Tarde,2026-03-05,TP_03,TP,2026-05-11,2026-05-07,5.9,a tiempo
A00635,Mora Flores,22,Femenino,mora.flores635@alumnos.tup.edu.ar,A3,Mañana,2026-02-24,TP_04,TP,08/06/2026,2026-06-03,6.8,a tiempo
A00691,Victoria Rojas,22,Masculino,victoria.rojas691@alumnos.tup.edu.ar,A2,Mañana,2026-02-26,TP_04,TP,2026-06-08,2026-06-03,5.3,A tiempo
A00169,Florencia Ortiz,24,F,florencia.ortiz169@alumnos.tup.edu.ar, c1 ,Noche,27/02/2026,TP_04,TP,2026-06-08,,,NO ENTREGO
A00294,Ignacio Suarez,23,F,ignacio.suarez294@alumnos.tup.edu.ar,C2,Noche,2026-02-26,TP_01,TP,2026-03-16,2026-03-16,3.6,a tiempo
